grid,context,datetaken,datetakengranularity,datetakenunknown,description,farm,geo_is_contact,geo_is_family,geo_is_friend,geo_is_public,height_n,id,isfamily,isfriend,ispublic,latitude,license,longitude,owner,place_id,secret,server,title,url_n,views,width_n,woeid,keywords,,Venue Category
"12,5",0,2021/7/18 16:41,0,0,"{'_content': 'Daniel Arsham - Bronze Eroded Bust of Zeus, 2020\nDaniel Arsham Né en 1980 à Cleveland, Ohio, USA. Vit et travaille à New York, New York, USA.\nÀ travers son travail sur la sculpture, l’architecture, la peinture et la vidéo, l’esthétique uchronique de Daniel Arsham évolue autour du concept de l’archéologie fictive. Très connu pour son travail de transformation visuelle des objets du demi-siècle dernier en artefacts érodés, l’artiste explore le rôle de l’archéologie comme récit de fiction permettant l’effondrement entre passé et présent. Dans son travail de sculpture, les moulages érodés sont minutieusement fabriqués à partir de matériaux géologiques comme la calcite bleue, le quartz ou encore le bronze. Ainsi, les œuvres ont l’apparence de pièces tout juste sorties de terre, après avoir été enfouies depuis des siècles. Ces dernières années, l’artiste a rendu hommage au passé lointain, en utilisant des moules d’objets classiques et anciens provenant de plusieurs musées européens. Intéressé par la manière dont ces objets ont traversé le temps, l’artiste sélectionne des pièces si emblématiques qu’elles ont transgressé leur statut d’objet d’art pour devenir des parts de l’imaginaire collectif. Le présent, le futur et le passé se heurtent poétiquement dans les visions hantées, mais aussi ludiques, de Daniel Arsham. Il expérimente ainsi l’intemporalité de certains symboles et gestes à travers les cultures.\nL’œuvre pour Paris La Défense\nPour Les Extatiques, Daniel Arsham présente l’œuvre Bronze Eroded Bust of Zeus (2020). La sculpture est inspirée d’un marbre antique romain représentant le dieu mythologique, qui fait partie de la collection du Musée du Louvre. De l’œuvre originale datant du deuxième siècle av. J.-C., seuls la tête et le torse sont préservés. Dans les années 1600, des travaux de restauration très importants ont été faits sur l’original connu aujourd’hui comme le Jupiter de Versailles. La sculpture d’Arsham représente le buste et le profil de Zeus, moulés en bronze et retravaillés avec une patine antique. L’artiste décompose la pièce en ajoutant des érosions cristallisées sur la surface qui prennent la forme de bronze poli et de cristaux en acier inoxydable poli.\n\nBronze Eroded Bust of Zeus\n2020, bronze, patine, acier inoxydable poli, 193 × 112,4 × 136,5 cm, édition de 3 + 1 AP\nCourtesy de l’artiste et Perrotin   '}",66,0,0,0,1,320,51660833717,0,0,1,48.890302,0,2.242997,14339738@N06,,d67fe7c87b,65535,"Les Extatiques 2021, Paris La Défense - Daniel Arsham, Eroded Bust of Zeus, 2020 (4)",https://live.staticflickr.com/65535/51660833717_d67fe7c87b_n.jpg,504,240,8504417,"le, ecstat, daniel, arsham, erod, bust, zeu",,
"13,4",0,2021/7/18 16:31,0,0,"{'_content': ""Jean-François Fourtou (1964-....)\nComme un jouet géant posé dans la ville démesurée.\nTout le mobilier à l'intérieur défie les lois de la gravité.                            ""}",66,0,0,0,1,240,51812701211,0,0,1,48.889669,0,2.245197,14478170@N06,,c7128253d2,65535,"Expo Les Extatiques. Paris La Défense. 2021. ""La maison couchée"" 2021 de Jean-François Fourtou",https://live.staticflickr.com/65535/51812701211_c7128253d2_n.jpg,64,320,8504417,"expo, le, ecstat, quot, jean-françoi, fourtou",,Landmarks and Outdoors
"17,2",0,2021/7/18 16:33,0,0,"{'_content': 'Ghyslain Bertolon – Rezilientia, Ghyslain Bertolon Né en 1972, Lyon, France. Vit et travaille à Saint-Étienne, France.\n\n« Comment être au monde un artiste sans imposer une subjectivité ́ toujours incertaine, faite d’épanchements et du constant souci de soi ? Comment y être objectivement sans déroger à la conviction que l’artiste est debout, en éveil et qu’il doit voir et alerter ? Ghyslain Bertholon s’est posé toutes ces questions avec méthode et humour. Dans ce cheminement qui conduit un homme jeune à l’idée d’inventer son chemin, Ghyslain Bertholon s’est très vite imaginé en vigie, haut perché, solitaire et solidaire, placé là pour annoncer les terres promises autant que les récifs. Comment exprimer tout cela qui est grave sans jouer les pontifes et les déclamateurs ? Avec une distance chaleureuse qui est celle de l’humour et du goût de vivre ». François Barré\n\nL’œuvre pour Paris La Défense\nLa sculpture Rezilientia installée sur l’esplanade de Paris La Défense, s’inscrit dans le continuum des préoccupations artistiques de Ghyslain Bertholon. « Je travaille depuis plus de quinze ans sur la relation de domination que l’Homme entretient avec son environnement… lequel à force d’abuser de ses ressources en bouleverse les grands équilibres. Rezilientia est une œuvre résolument optimiste, ou plutôt désespérément optimiste comme j’aime à me définir. Un jour de novembre 2019, j’ai esquissé dans mon carnet le rapide croquis d’une souche calcinée dans laquelle est fichée une hache dont le manche semble reprendre vie. À cette époque, le continent Australien se consume littéralement sous les flammes de gigantesques incendies. Faune et flore sont emportées par le feu sur des milliers et des milliers d’hectares. Rezilientia reprend, de façon allégorique, la théorie de Boris Cyrulnik, neuropsychiatre français, qui dans les années 90 a popularisé le concept de résilience en psychanalyse, qui consiste à continuer à se développer après un traumatisme, mais différemment. » Ghyslain Berthelon\n\nRezilientia\n2019, sculpture en bronze, 135 x 65 x 56 cm édition 8 + 2 EA\nCourtesy School Gallery / Olivier Castaing019\n'}",66,0,0,0,1,320,51654619308,0,0,1,48.888113,0,2.2496,14339738@N06,,ac6bed8132,65535,"Les Extatiques 2021, Paris La Défense - Ghyslain Bertholon, Rezilientia, 2019 (1)",https://live.staticflickr.com/65535/51654619308_ac6bed8132_n.jpg,432,240,8504417,"ecstat, ghyslain, bertholon, rezilientia",,
"14,4",0,2021/7/18 16:24,0,0,"{'_content': ""Jean-François Fourtou (1964-....)\nComme un jouet géant posé dans la ville démesurée.\nTout le mobilier à l'intérieur défie les lois de la gravité.                            ""}",66,0,0,0,1,240,51812701246,0,0,1,48.889513,0,2.245572,14478170@N06,,30bca06c24,65535,"Expo Les Extatiques. Paris La Défense. 2021. ""La maison couchée"" 2021 de Jean-François Fourtou",https://live.staticflickr.com/65535/51812701246_30bca06c24_n.jpg,59,320,8504417,"expo, le, ecstat, quot, jean-françoi, fourtou",,Landmarks and Outdoors
"14,4",0,2021/7/18 16:19,0,0,"{'_content': 'OHAN CRETEN - Why does Strange Fruit always look so Sweet ?, 1998-2015\nJOHAN CRETEN\nNé en 1963 à Sint-Truiden, Belgique. Vit à Paris, France et travaille à Montreuil, France.\n\nPrécurseur du renouveau de la céramique dans l’art contemporain, l’artiste Johan Creten travaille de façon itinérante depuis près de quarante ans, du Mexique à Rome, de Miami à La Haye. Il a notamment exposé dans de nombreux musées et centres d’art internationaux dont le Louvre et au Musée Eugène Delacroix à Paris, au Bass Museum of Art de Miami, à la Biennale d’Istanbul, au MAMCO de Genève ou encore au Middelheim Museum à Anvers, au Centre régional d’art contemporain à Sète, au musée Beelden aan Zee de La Haye et plus récemment au Sculpture Park I Pilane en Suède. Une exposition monographique majeure à l’Académie de France à Rome – Villa Médicis, intitulée I Peccati (Les Péchés) lui a été consacrée en 2021. Avec son utilisation innovante de la céramique, Johan Creten commence à travailler avec de l’argile à la fin des années 1980, lorsque le médium était encore considéré comme tabou dans le monde de l’art contemporain. Célèbre pour ses sculptures allégoriques en céramique et en bronze, notamment la série emblématique « Odore di Femmina », Johan Creten poursuit depuis les années 90 ses représentations d’un monde plein de poésie, de lyrisme et de mystères. Celles-ci soulignent l’importance de la beauté dans son travail, tout en réaffirmant sa conscience humaniste et la résonance sociale et politique de sa pratique. Dans son processus de création, Johan Creten évoque le « Slow art » et la nécessité d’un retour à l’introspection et à l’exploration du monde avec ses tourments individuels et sociétaux.\n\nL’œuvre pour Paris La Défense\nPour Paris La Défense, Johan Creten présente l’œuvre Why does Strange Fruit always look so Sweet? En 1999, alors que l’artiste s’épuise dans l’ivresse du travail accompagné des artisans locaux de Monterrey au Mexique, il tombe malade, fragilisé. De son lit, il regarde par la fenêtre les dattiers et leurs grappes à la chair sombre. Fruits et ganglions infectés se mélangent dans son imaginaire, il voit un corps recouvert par ces excroissances. Il réalise, sur une période de dix ans, plusieurs versions de cette vision hallucinée, Why does Strange Fruit always look so Sweet? – titre évoquant la célèbre chanson de Bille Holiday Strange Fruit (1939) – en terre cuite émaillée puis en bronze patiné et doré.\n\nWhy does Strange Fruit always look so Sweet?\n1998-2015, bronze patiné, fonte à la cire perdue, partiellement doré à la feuille d’or, 305 x 114.5 x 102 cm, 4/4 + 2AP\nCourtesy de l’artiste et Perrotin'}",66,0,0,0,1,320,51647677479,0,0,1,48.889322,0,2.2456,14339738@N06,,5c8abaed8b,65535,"Les Extatiques 2021, Paris La Défense - Johan Creten, Why does Strange Fruit always look so Sweet, 1998-2015 (2)",https://live.staticflickr.com/65535/51647677479_5c8abaed8b_n.jpg,373,240,8504417,"le, ecstat, johan, fruit",,
"14,4",0,2021/7/18 16:12,0,0,"{'_content': 'OHAN CRETEN - Why does Strange Fruit always look so Sweet ?, 1998-2015\nJOHAN CRETEN\nNé en 1963 à Sint-Truiden, Belgique. Vit à Paris, France et travaille à Montreuil, France.\n\nPrécurseur du renouveau de la céramique dans l’art contemporain, l’artiste Johan Creten travaille de façon itinérante depuis près de quarante ans, du Mexique à Rome, de Miami à La Haye. Il a notamment exposé dans de nombreux musées et centres d’art internationaux dont le Louvre et au Musée Eugène Delacroix à Paris, au Bass Museum of Art de Miami, à la Biennale d’Istanbul, au MAMCO de Genève ou encore au Middelheim Museum à Anvers, au Centre régional d’art contemporain à Sète, au musée Beelden aan Zee de La Haye et plus récemment au Sculpture Park I Pilane en Suède. Une exposition monographique majeure à l’Académie de France à Rome – Villa Médicis, intitulée I Peccati (Les Péchés) lui a été consacrée en 2021. Avec son utilisation innovante de la céramique, Johan Creten commence à travailler avec de l’argile à la fin des années 1980, lorsque le médium était encore considéré comme tabou dans le monde de l’art contemporain. Célèbre pour ses sculptures allégoriques en céramique et en bronze, notamment la série emblématique « Odore di Femmina », Johan Creten poursuit depuis les années 90 ses représentations d’un monde plein de poésie, de lyrisme et de mystères. Celles-ci soulignent l’importance de la beauté dans son travail, tout en réaffirmant sa conscience humaniste et la résonance sociale et politique de sa pratique. Dans son processus de création, Johan Creten évoque le « Slow art » et la nécessité d’un retour à l’introspection et à l’exploration du monde avec ses tourments individuels et sociétaux.\n\nL’œuvre pour Paris La Défense\nPour Paris La Défense, Johan Creten présente l’œuvre Why does Strange Fruit always look so Sweet? En 1999, alors que l’artiste s’épuise dans l’ivresse du travail accompagné des artisans locaux de Monterrey au Mexique, il tombe malade, fragilisé. De son lit, il regarde par la fenêtre les dattiers et leurs grappes à la chair sombre. Fruits et ganglions infectés se mélangent dans son imaginaire, il voit un corps recouvert par ces excroissances. Il réalise, sur une période de dix ans, plusieurs versions de cette vision hallucinée, Why does Strange Fruit always look so Sweet? – titre évoquant la célèbre chanson de Bille Holiday Strange Fruit (1939) – en terre cuite émaillée puis en bronze patiné et doré.\n\nWhy does Strange Fruit always look so Sweet?\n1998-2015, bronze patiné, fonte à la cire perdue, partiellement doré à la feuille d’or, 305 x 114.5 x 102 cm, 4/4 + 2AP\nCourtesy de l’artiste et Perrotin'}",66,0,0,0,1,320,51646190652,0,0,1,48.889477,0,2.245658,14339738@N06,,745285c215,65535,"Les Extatiques 2021, Paris La Défense - Johan Creten, Why does Strange Fruit always look so Sweet, 1998-2015 (6)",https://live.staticflickr.com/65535/51646190652_745285c215_n.jpg,533,240,8504417,"le, ecstat, johan, fruit",,
"15,3",0,2021/7/18 16:05,0,0,"{'_content': 'TONY CRAGG – Senders, 2018 \nTONY CRAGG\nNé en 1949, à Liverpool, Royaume-Uni. Vit et travaille à Wuppertal, Allemagne.\n\nTony Cragg commence ses études au Gloucestershire College of Art and Design, avant de suivre l’enseignement du Royal College of Art de Londres en 1973. Dès 1979 il enseigne à l’Académie des arts de Düsseldorf, où il devient professeur en 1988 et reçoit le Turner Prize. En 2001, il est nommé professeur de sculpture à l’Académie des arts de Berlin. Depuis 1994, il est membre de l’Académie royale des arts de Londres et, depuis 2002, de l’Académie des arts de Berlin. En 2007, Cragg reçoit le Praemium Imperiale et en 2009, il succède à Markus Lüpertz en tant que recteur de l’Académie des arts de Düsseldorf (jusqu’en 2013). En 2013 et 2014, Cragg enseigne au Collège de France à Paris. Tony Cragg se considère comme un matérialiste radical, en constante recherche de nouveaux matériaux dont il explore et développe les possibilités. Il a fréquemment utilisé des techniques telles que l’empilement, la superposition et l’amoncellement de différents types de rebuts et d’objets du quotidien, leur donnant une interprétation inattendue. Celles-ci rappellent des formes géologiques naturelles, comme la sédimentation de particules minérales pour créer des strates ou encore l’altération de la roche par les forces du vent et de l’eau. Les œuvres récentes suggèrent quant à elles le mouvement et le caractère éphémère des éléments, comme dans ses formes en acier inoxydable qui évoquent la fluidité du métal en fusion.\nL’œuvre pour Paris La Défense\nÀ Paris La Défense, Tony Cragg installe son œuvre Senders. La verticalité de cette sculpture en colonne évoque Constantin Brâncuși (1876-1957) dans son approche unique de l’abstraction. Le propos n’est pas de copier ou représenter ce qui existe, mais découvrir quelles idées et quelles émotions peuvent être évoquées à travers l’utilisation de nouvelles formes et de nouveaux matériaux. « Son travail artistique montre une vision de l’être humain établie à travers sa relation à l’environnement […] et des outils que nous utilisons pour façonner le monde » Lynne Cooke, 2003\n\nSenders :\n2018, Fiberglass, 1 400 kg, 650 × 290 × 250 cm\nCourtesy Tony Cragg et Galerie Thaddaeus Ropac, Londres Paris Salzburg Seoul            '}",66,0,0,0,1,320,51641363051,0,0,1,48.888752,0,2.247669,14339738@N06,,36a213414d,65535,"Les Extatiques 2021, Paris La Défense - Tony Cragg, Senders, 2018 (2)",https://live.staticflickr.com/65535/51641363051_36a213414d_n.jpg,519,240,8504417,"le, ecstat, toni, cragg, sender",,
"15,3",0,2021/7/18 15:54,0,0,"{'_content': 'TONY CRAGG – Senders, 2018 \nTONY CRAGG\nNé en 1949, à Liverpool, Royaume-Uni. Vit et travaille à Wuppertal, Allemagne.\n\nTony Cragg commence ses études au Gloucestershire College of Art and Design, avant de suivre l’enseignement du Royal College of Art de Londres en 1973. Dès 1979 il enseigne à l’Académie des arts de Düsseldorf, où il devient professeur en 1988 et reçoit le Turner Prize. En 2001, il est nommé professeur de sculpture à l’Académie des arts de Berlin. Depuis 1994, il est membre de l’Académie royale des arts de Londres et, depuis 2002, de l’Académie des arts de Berlin. En 2007, Cragg reçoit le Praemium Imperiale et en 2009, il succède à Markus Lüpertz en tant que recteur de l’Académie des arts de Düsseldorf (jusqu’en 2013). En 2013 et 2014, Cragg enseigne au Collège de France à Paris. Tony Cragg se considère comme un matérialiste radical, en constante recherche de nouveaux matériaux dont il explore et développe les possibilités. Il a fréquemment utilisé des techniques telles que l’empilement, la superposition et l’amoncellement de différents types de rebuts et d’objets du quotidien, leur donnant une interprétation inattendue. Celles-ci rappellent des formes géologiques naturelles, comme la sédimentation de particules minérales pour créer des strates ou encore l’altération de la roche par les forces du vent et de l’eau. Les œuvres récentes suggèrent quant à elles le mouvement et le caractère éphémère des éléments, comme dans ses formes en acier inoxydable qui évoquent la fluidité du métal en fusion.\nL’œuvre pour Paris La Défense\nÀ Paris La Défense, Tony Cragg installe son œuvre Senders. La verticalité de cette sculpture en colonne évoque Constantin Brâncuși (1876-1957) dans son approche unique de l’abstraction. Le propos n’est pas de copier ou représenter ce qui existe, mais découvrir quelles idées et quelles émotions peuvent être évoquées à travers l’utilisation de nouvelles formes et de nouveaux matériaux. « Son travail artistique montre une vision de l’être humain établie à travers sa relation à l’environnement […] et des outils que nous utilisons pour façonner le monde » Lynne Cooke, 2003\n\nSenders :\n2018, Fiberglass, 1 400 kg, 650 × 290 × 250 cm\nCourtesy Tony Cragg et Galerie Thaddaeus Ropac, Londres Paris Salzburg Seoul            '}",66,0,0,0,1,320,51640533992,0,0,1,48.88883,0,2.24755,14339738@N06,,0a68ce0bf2,65535,"Les Extatiques 2021, Paris La Défense - Tony Cragg, Senders, 2018 (3)",https://live.staticflickr.com/65535/51640533992_0a68ce0bf2_n.jpg,534,240,8504417,"le, ecstat, toni, cragg, sender",,
"15,3",0,2021/7/18 15:58,0,0,"{'_content': 'Plumes, plexiglas,souffleurs, minuteurs, structure métallique.'}",66,0,0,0,1,240,51484404414,0,0,1,48.888738,0,2.247694,14478170@N06,,0f8de8e254,65535,"Expo Les Extatiques. Paris La Défense. 2021. ""Awakening"" 2021 de Luka Fineisen",https://live.staticflickr.com/65535/51484404414_0f8de8e254_n.jpg,54,320,8504417,"expo, le, ecstat, quot, luka, fineisen",,Landmarks and Outdoors
"15,3",0,2021/7/18 15:58,0,0,"{'_content': 'LUKA FINEISEN\nNée en 1974 à Offenburg, Allemagne. Vit et travaille à Los Angeles, États-Unis.\n\nDiplômée de l’École des Beaux-Arts de Düsseldorf, Luka Fineisen a notamment investi le patio de la Maison rouge en 2012 avec son installation Fluide parfait. Ses œuvres ont été présentées dans plusieurs institutions en Allemagne et en Corée du Sud en 2013. Elle est représentée par la Galerie Papillon (Paris) où elle a présenté sa seconde exposition personnelle en 2019. Défiant les lois de la gravité, Luka Fineisen poursuit une recherche autour de l’espace, de la matière et du corps tout en y faisant apparaître des figures, ce qui est pour elle une approche passionnante. Elle crée un univers qui joue sur les contrastes, souvent tout en blanc et noir, à la fois léger et pesant, tendre et brut. Celui qui y pénètre devient lui-même une figure de cet espace dans lequel son corps se confronte au doux et à l’étrange. En imaginant des mondes flottants, fondants, l’artiste souhaite rendre possible l’impossible et capturer avant tout un instant de changement, une matière en transformation, et ainsi les conserver dans le but de saisir l’instant présent pour qu’il ne disparaisse jamais.\n\nL’œuvre pour Paris La Défense\nTelle une boule à neige cubique surdimensionnée, l’œuvre Awakening de Luka Fineisen est une invitation poétique et ludique. Placée dans l’axe historique de Paris La Défense, elle s’intègre à l’architecture qui l’entoure et offre au spectateur un jeu de contrastes cher à l’artiste. Dans un container minimal transparent à l’apparence industrielle, une multitude de plumes vibrent au rythme de différentes pulsations et nous racontent un réveil. Il peut être doux et paisible mais aussi violent. Il est néanmoins toujours porteur d’une énergie qui mène vers un monde oscillant entre opulence et sensualité éphémère.\n\nAwakening\n2021, plumes, plexiglas, souffleurs, minuteurs, structure métallique, 300 × 250 × 100 cm\nCourtesy de l’artiste et Galerie Papillon, Paris'}",66,0,0,0,1,240,51639371085,0,0,1,48.888738,0,2.247694,14339738@N06,,e300c1266e,65535,"Les Extatiques 2021, Paris La Défense - Luka Fineisen,  Awakening, 2021 (2)",https://live.staticflickr.com/65535/51639371085_e300c1266e_n.jpg,344,320,8504417,"le, extatiqu, luka",,
"12,5",0,2021/7/18 15:41,0,0,"{'_content': 'Daniel Arsham - Bronze Eroded Bust of Zeus, 2020\nDaniel Arsham Né en 1980 à Cleveland, Ohio, USA. Vit et travaille à New York, New York, USA.\nÀ travers son travail sur la sculpture, l’architecture, la peinture et la vidéo, l’esthétique uchronique de Daniel Arsham évolue autour du concept de l’archéologie fictive. Très connu pour son travail de transformation visuelle des objets du demi-siècle dernier en artefacts érodés, l’artiste explore le rôle de l’archéologie comme récit de fiction permettant l’effondrement entre passé et présent. Dans son travail de sculpture, les moulages érodés sont minutieusement fabriqués à partir de matériaux géologiques comme la calcite bleue, le quartz ou encore le bronze. Ainsi, les œuvres ont l’apparence de pièces tout juste sorties de terre, après avoir été enfouies depuis des siècles. Ces dernières années, l’artiste a rendu hommage au passé lointain, en utilisant des moules d’objets classiques et anciens provenant de plusieurs musées européens. Intéressé par la manière dont ces objets ont traversé le temps, l’artiste sélectionne des pièces si emblématiques qu’elles ont transgressé leur statut d’objet d’art pour devenir des parts de l’imaginaire collectif. Le présent, le futur et le passé se heurtent poétiquement dans les visions hantées, mais aussi ludiques, de Daniel Arsham. Il expérimente ainsi l’intemporalité de certains symboles et gestes à travers les cultures.\nL’œuvre pour Paris La Défense\nPour Les Extatiques, Daniel Arsham présente l’œuvre Bronze Eroded Bust of Zeus (2020). La sculpture est inspirée d’un marbre antique romain représentant le dieu mythologique, qui fait partie de la collection du Musée du Louvre. De l’œuvre originale datant du deuxième siècle av. J.-C., seuls la tête et le torse sont préservés. Dans les années 1600, des travaux de restauration très importants ont été faits sur l’original connu aujourd’hui comme le Jupiter de Versailles. La sculpture d’Arsham représente le buste et le profil de Zeus, moulés en bronze et retravaillés avec une patine antique. L’artiste décompose la pièce en ajoutant des érosions cristallisées sur la surface qui prennent la forme de bronze poli et de cristaux en acier inoxydable poli.\n\nBronze Eroded Bust of Zeus\n2020, bronze, patine, acier inoxydable poli, 193 × 112,4 × 136,5 cm, édition de 3 + 1 AP\nCourtesy de l’artiste et Perrotin   '}",66,0,0,0,1,320,51661869058,0,0,1,48.890127,0,2.242788,14339738@N06,,f0f7b5395b,65535,"Les Extatiques 2021, Paris La Défense - Daniel Arsham, Eroded Bust of Zeus, 2020 (2)",https://live.staticflickr.com/65535/51661869058_f0f7b5395b_n.jpg,378,240,8504417,"le, ecstat, daniel, arsham, erod, bust, zeu",,
"12,5",0,2021/7/18 15:42,0,0,"{'_content': 'Daniel Arsham - Bronze Eroded Bust of Zeus, 2020\nDaniel Arsham Né en 1980 à Cleveland, Ohio, USA. Vit et travaille à New York, New York, USA.\nÀ travers son travail sur la sculpture, l’architecture, la peinture et la vidéo, l’esthétique uchronique de Daniel Arsham évolue autour du concept de l’archéologie fictive. Très connu pour son travail de transformation visuelle des objets du demi-siècle dernier en artefacts érodés, l’artiste explore le rôle de l’archéologie comme récit de fiction permettant l’effondrement entre passé et présent. Dans son travail de sculpture, les moulages érodés sont minutieusement fabriqués à partir de matériaux géologiques comme la calcite bleue, le quartz ou encore le bronze. Ainsi, les œuvres ont l’apparence de pièces tout juste sorties de terre, après avoir été enfouies depuis des siècles. Ces dernières années, l’artiste a rendu hommage au passé lointain, en utilisant des moules d’objets classiques et anciens provenant de plusieurs musées européens. Intéressé par la manière dont ces objets ont traversé le temps, l’artiste sélectionne des pièces si emblématiques qu’elles ont transgressé leur statut d’objet d’art pour devenir des parts de l’imaginaire collectif. Le présent, le futur et le passé se heurtent poétiquement dans les visions hantées, mais aussi ludiques, de Daniel Arsham. Il expérimente ainsi l’intemporalité de certains symboles et gestes à travers les cultures.\nL’œuvre pour Paris La Défense\nPour Les Extatiques, Daniel Arsham présente l’œuvre Bronze Eroded Bust of Zeus (2020). La sculpture est inspirée d’un marbre antique romain représentant le dieu mythologique, qui fait partie de la collection du Musée du Louvre. De l’œuvre originale datant du deuxième siècle av. J.-C., seuls la tête et le torse sont préservés. Dans les années 1600, des travaux de restauration très importants ont été faits sur l’original connu aujourd’hui comme le Jupiter de Versailles. La sculpture d’Arsham représente le buste et le profil de Zeus, moulés en bronze et retravaillés avec une patine antique. L’artiste décompose la pièce en ajoutant des érosions cristallisées sur la surface qui prennent la forme de bronze poli et de cristaux en acier inoxydable poli.\n\nBronze Eroded Bust of Zeus\n2020, bronze, patine, acier inoxydable poli, 193 × 112,4 × 136,5 cm, édition de 3 + 1 AP\nCourtesy de l’artiste et Perrotin   '}",66,0,0,0,1,240,51660833852,0,0,1,48.890261,0,2.242691,14339738@N06,,c21603dc15,65535,"Les Extatiques 2021, Paris La Défense - Daniel Arsham, Eroded Bust of Zeus, 2020 (1)",https://live.staticflickr.com/65535/51660833852_c21603dc15_n.jpg,420,320,8504417,"le, ecstat, daniel, arsham, erod, bust, zeu",,
"13,4",0,2021/7/18 15:34,0,0,"{'_content': 'Ghyslain Bertolon – Rezilientia, Ghyslain Bertolon Né en 1972, Lyon, France. Vit et travaille à Saint-Étienne, France.\n\n« Comment être au monde un artiste sans imposer une subjectivité ́ toujours incertaine, faite d’épanchements et du constant souci de soi ? Comment y être objectivement sans déroger à la conviction que l’artiste est debout, en éveil et qu’il doit voir et alerter ? Ghyslain Bertholon s’est posé toutes ces questions avec méthode et humour. Dans ce cheminement qui conduit un homme jeune à l’idée d’inventer son chemin, Ghyslain Bertholon s’est très vite imaginé en vigie, haut perché, solitaire et solidaire, placé là pour annoncer les terres promises autant que les récifs. Comment exprimer tout cela qui est grave sans jouer les pontifes et les déclamateurs ? Avec une distance chaleureuse qui est celle de l’humour et du goût de vivre ». François Barré\n\nL’œuvre pour Paris La Défense\nLa sculpture Rezilientia installée sur l’esplanade de Paris La Défense, s’inscrit dans le continuum des préoccupations artistiques de Ghyslain Bertholon. « Je travaille depuis plus de quinze ans sur la relation de domination que l’Homme entretient avec son environnement… lequel à force d’abuser de ses ressources en bouleverse les grands équilibres. Rezilientia est une œuvre résolument optimiste, ou plutôt désespérément optimiste comme j’aime à me définir. Un jour de novembre 2019, j’ai esquissé dans mon carnet le rapide croquis d’une souche calcinée dans laquelle est fichée une hache dont le manche semble reprendre vie. À cette époque, le continent Australien se consume littéralement sous les flammes de gigantesques incendies. Faune et flore sont emportées par le feu sur des milliers et des milliers d’hectares. Rezilientia reprend, de façon allégorique, la théorie de Boris Cyrulnik, neuropsychiatre français, qui dans les années 90 a popularisé le concept de résilience en psychanalyse, qui consiste à continuer à se développer après un traumatisme, mais différemment. » Ghyslain Berthelon\n\nRezilientia\n2019, sculpture en bronze, 135 x 65 x 56 cm édition 8 + 2 EA\nCourtesy School Gallery / Olivier Castaing019\n'}",66,0,0,0,1,320,51654396991,0,0,1,48.889897,0,2.244622,14339738@N06,,dd9251dc8b,65535,"Les Extatiques 2021, Paris La Défense - Ghyslain Bertholon, Rezilientia, 2019 (2)",https://live.staticflickr.com/65535/51654396991_dd9251dc8b_n.jpg,449,240,8504417,"ecstat, ghyslain, bertholon, rezilientia",,
"13,5",0,2021/7/18 15:35,0,0,"{'_content': 'Ghyslain Bertolon – Rezilientia, Ghyslain Bertolon Né en 1972, Lyon, France. Vit et travaille à Saint-Étienne, France.\n\n« Comment être au monde un artiste sans imposer une subjectivité ́ toujours incertaine, faite d’épanchements et du constant souci de soi ? Comment y être objectivement sans déroger à la conviction que l’artiste est debout, en éveil et qu’il doit voir et alerter ? Ghyslain Bertholon s’est posé toutes ces questions avec méthode et humour. Dans ce cheminement qui conduit un homme jeune à l’idée d’inventer son chemin, Ghyslain Bertholon s’est très vite imaginé en vigie, haut perché, solitaire et solidaire, placé là pour annoncer les terres promises autant que les récifs. Comment exprimer tout cela qui est grave sans jouer les pontifes et les déclamateurs ? Avec une distance chaleureuse qui est celle de l’humour et du goût de vivre ». François Barré\n\nL’œuvre pour Paris La Défense\nLa sculpture Rezilientia installée sur l’esplanade de Paris La Défense, s’inscrit dans le continuum des préoccupations artistiques de Ghyslain Bertholon. « Je travaille depuis plus de quinze ans sur la relation de domination que l’Homme entretient avec son environnement… lequel à force d’abuser de ses ressources en bouleverse les grands équilibres. Rezilientia est une œuvre résolument optimiste, ou plutôt désespérément optimiste comme j’aime à me définir. Un jour de novembre 2019, j’ai esquissé dans mon carnet le rapide croquis d’une souche calcinée dans laquelle est fichée une hache dont le manche semble reprendre vie. À cette époque, le continent Australien se consume littéralement sous les flammes de gigantesques incendies. Faune et flore sont emportées par le feu sur des milliers et des milliers d’hectares. Rezilientia reprend, de façon allégorique, la théorie de Boris Cyrulnik, neuropsychiatre français, qui dans les années 90 a popularisé le concept de résilience en psychanalyse, qui consiste à continuer à se développer après un traumatisme, mais différemment. » Ghyslain Berthelon\n\nRezilientia\n2019, sculpture en bronze, 135 x 65 x 56 cm édition 8 + 2 EA\nCourtesy School Gallery / Olivier Castaing019\n'}",66,0,0,0,1,320,51655070854,0,0,1,48.890144,0,2.244675,14339738@N06,,f5a9e482a1,65535,"Les Extatiques 2021, Paris La Défense - Ghyslain Bertholon, Rezilientia, 2019 (3)",https://live.staticflickr.com/65535/51655070854_f5a9e482a1_n.jpg,500,240,8504417,"ecstat, ghyslain, bertholon, rezilientia",,
